category,name,product_id,product_url,image_url,full_price,discount_price,filename
women,Sacaria Platform 120 WHITE/WHITE,SACARIAPF120WOZ080308,/en/women/sacaria-platform-120/white-satin-platform-sandals-with-all-over-pearl-embellishment-SACARIAPF120WOZ080308.html?cgid=women,None,"$2,050",None,women.html
women,Saeda Sandal 100 SILVER/CRYSTAL,SAEDASANDAL100BAQ0C5301,/en/women/saeda-sandal-100/silver-liquid-metal-sandals-with-crystal-chain-SAEDASANDAL100BAQ0C5301.html?cgid=women,None,"$1,125",None,women.html
women,Saeda Sandal 100 IVORY/CRYSTAL,SAEDASANDAL100BBD000784,/en/women/saeda-sandal-100/ivory-satin-sandals-with-crystal-embellishment-SAEDASANDAL100BBD000784.html?cgid=women,None,"$1,125",None,women.html
women,Saeda Sandal Block Heel 85 SILVER/CRYSTAL,SAEDASANDALBH85BAQ0C5301,/en/women/saeda-sandal-block-heel-85/silver-metallic-leather-block-heel-sandals-SAEDASANDALBH85BAQ0C5301.html?cgid=women,None,"$1,125",None,women.html
women,Saeda Sandal Block Heel 85 IVORY/CRYSTAL,SAEDASANDALBH85BGH000784,/en/women/saeda-sandal-block-heel-85/ivory-satin-block-heel-sandals-with-crystal-chain-SAEDASANDALBH85BGH000784.html?cgid=women,None,"$1,125",None,women.html
women,Marinda DENIM/GOLD,MARINDAHRB1C0023,/en/women/marinda/denim-lizard-print-wallet-MARINDAHRB1C0023.html?cgid=women,None,$550,None,women.html
women,Heloise 120 DENIM,HELOISE120CNH040037,/en/women/heloise-120/denim-lizard-print-platform-sandals-HELOISE120CNH040037.html?cgid=women,None,"$1,025",None,women.html
women,Diamond Chain Hoops M GOLD,DIAMONDCHNHOOPSMMFQOO0022,/en/women/diamond-chain-hoops-m/gold-finish-diamond-chain-hoop-earrings-DIAMONDCHNHOOPSMMFQOO0022.html?cgid=women,None,$450,None,women.html
women,Heloise 120 LATTE,HELOISE120NAP080258,/en/women/heloise-120/latte-nappa-leather-platform-sandals-HELOISE120NAP080258.html?cgid=women,None,$995,None,women.html
women,Avenue 50 LATTE,AVENUE50NAP080258,/en/women/avenue-50/latte-nappa-leather-mules--AVENUE50NAP080258.html?cgid=women,None,$795,None,women.html
women,Avenue 50 BLACK,AVENUE50NAP010003,/en/women/avenue-50/black-nappa-leather-mules--AVENUE50NAP010003.html?cgid=women,None,$795,None,women.html
women,Avenue 50 DENIM,AVENUE50CNH040037,/en/women/avenue-50/denim-lizard-print-mules-AVENUE50CNH040037.html?cgid=women,None,$825,None,women.html
women,Umika DENIM/GOLD,UMIKAUTR1C0023,/en/women/umika/denim-lizard-print-card-holder-UMIKAUTR1C0023.html?cgid=women,None,$295,None,women.html
women,Diamond Soft Hobo/S LATTE/GOLD,DIAMONDSOFTHOBOSAQK000702,/en/women/diamond-soft-hobo-s/latte-soft-calf-leather-hobo-bag-with-chain-strap-DIAMONDSOFTHOBOSAQK000702.html?cgid=women,None,"$1,695",None,women.html
women,Blaise Flat LATTE/GOLD,BLAISEFLATCIE000702,/en/women/blaise-flat/latte-leather-sandals-BLAISEFLATCIE000702.html?cgid=women,None,$950,None,women.html
women,Ariana E8G GRADIENT GREY,ARIANA0JC5006UE5000102206,/en/women/ariana/black-square-frame-sunglasses-ARIANA0JC5006UE5000102206.html?cgid=women,None,$479,None,women.html
women,Blaise Flat BLACK/GOLD,BLAISEFLATCIE000034,/en/women/blaise-flat/black-leather-sandals-BLAISEFLATCIE000034.html?cgid=women,None,$950,None,women.html
women,Amel 50 ROCCIA,AMEL50PKB120017,/en/women/amel-50/roccia-snake-print-pumps-AMEL50PKB120017.html?cgid=women,None,$995,None,women.html
women,Cinch M BLACK/ANTIQUE SILVER,BONBONBCKTEWHUT013847,/en/women/cinch-m/black-calf-leather-bag-BONBONBCKTEWHUT013847.html?cgid=women,None,"$1,895",None,women.html
women,Diamond Chain Earring ANTIQUE SILVER,DIAMONDCHNEARRINGCZIAA0622,/en/women/diamond-chain-earring/silver-finish-chain-earrings-DIAMONDCHNEARRINGCZIAA0622.html?cgid=women,None,$350,None,women.html
women,Lev 35 ROCCIA/ANTIQUE SILVER,LEV35CIY102145,/en/women/lev-35/roccia-snake-print-sandals-LEV35CIY102145.html?cgid=women,None,$895,None,women.html
women,Cinch Mini BLACK/ANTIQUE SILVER,BONBONBCKTNSMNVDB013847,/en/women/cinch-mini/black-satin-crystal-mini-bag-BONBONBCKTNSMNVDB013847.html?cgid=women,None,"$2,095",None,women.html
women,Azie 85 BLACK/SMOKE,AZIE85OHM0C2313,/en/women/azie-85/black-satin-crystal-sandals-AZIE85OHM0C2313.html?cgid=women,None,"$2,495",None,women.html
women,Diamond Chain Bracelet ANTIQUE SILVER,DIAMONDCHNBRACELETCZIAA0622,/en/women/diamond-chain-bracelet/silver-finish-chain-bracelet-DIAMONDCHNBRACELETCZIAA0622.html?cgid=women,None,$550,None,women.html
women,Azie 85 BLACK,AZIE85NAP010003,/en/women/azie-85/black-nappa-leather-sandals-AZIE85NAP010003.html?cgid=women,None,$895,None,women.html
women,Saeda 100 PLATINUM ICE/CRYSTAL,SAEDA100BBG0C6137,/en/women/saeda-100/platinum-ice-dusty-glitter-pumps-with-crystal-embellishment--SAEDA100BBG0C6137.html?cgid=women,None,"$1,125",None,women.html
women,Saeda 100 IVORY/CRYSTAL,SAEDA100BBD000784,/en/women/saeda-100/ivory-satin-pumps-with-crystal-embellishment--SAEDA100BBD000784.html?cgid=women,None,"$1,125",None,women.html
women,Avenue Wallet With Chain CHAMPAGNE/LIGHT GOLD,AVENUEWALLETCHAINMJU001456,/en/women/avenue-wallet-with-chain/champagne-crystal-satin-wallet-with-chain-AVENUEWALLETCHAINMJU001456.html?cgid=women,None,"$2,350",None,women.html
women,Val 70 CHAMPAGNE,VAL70MJU120011,/en/women/val-70/champagne-satin-mule-sandals-with-crystals-VAL70MJU120011.html?cgid=women,None,"$1,695",None,women.html
women,Bon Bon SUNSET MIX,BONBONXDR090052,/en/women/bon-bon/sunset-satin-crystal-bag-BONBONXDR090052.html?cgid=women,None,"$4,995",None,women.html
women,Saeda 100 SUNSET MIX/CRYSTAL,SAEDA100ZPJ0C8814,/en/women/saeda-100/sunset-mix-satin-crystal-pumps-SAEDA100ZPJ0C8814.html?cgid=women,None,"$2,050",None,women.html
women,Bon Bon GOLD/SILVER,BONBONXDR000024,/en/women/bon-bon/gold-satin-bag-with-crystals-BONBONXDR000024.html?cgid=women,None,"$4,995",None,women.html
women,Saeda 100 GOLD/CRYSTAL,SAEDA100ZPJ0C3720,/en/women/saeda-100/gold-satin-pumps-with-crystals-SAEDA100ZPJ0C3720.html?cgid=women,None,"$2,050",None,women.html
women,Romy 85 CHAMPAGNE,ROMY85CGF120011,/en/women/romy-85/champagne-coarse-glitter-fabric-pointy-toe-pumps-ROMY85CGF120011.html?cgid=women,None,$825,None,women.html
women,Romy 85 PLATINUM ICE,ROMY85DGZAA0582,/en/women/romy-85/platinum-ice-dusty-glitter-pointy-toe-pumps-ROMY85DGZAA0582.html?cgid=women,None,$825,None,women.html
women,Romy 60 PLATINUM ICE,ROMY60DGZAA0582,/en/women/romy-60/platinum-ice-dusty-glitter-pointy-toe-pumps--ROMY60DGZAA0582.html?cgid=women,None,$825,None,women.html
women,Saeda 85 LINEN/CRYSTAL,SAEDA85BOB081151,/en/women/saeda-85/linen-patent-leather-pumps-with-crystal-embellishment--SAEDA85BOB081151.html?cgid=women,None,"$1,125",None,women.html
women,Saeda 100 BLACK/CRYSTAL,SAEDA100EWA000757,/en/women/saeda-100/black-suede-pumps-with-crystal-embellishment--SAEDA100EWA000757.html?cgid=women,None,"$1,125",None,women.html
women,Saeda 100 IVORY/CRYSTAL,SAEDA100BAM000784,/en/women/saeda-100/ivory-satin-pumps-with-crystal-embellishment--SAEDA100BAM000784.html?cgid=women,None,"$1,950",None,women.html
women,Saeda 100 EMERALD/CRYSTAL,SAEDA100ZPJ0C6345,/en/women/saeda-100/emerald-satin-pumps-with-crystals-SAEDA100ZPJ0C6345.html?cgid=women,None,"$2,050",None,women.html
women,Saeda 100 CANDY PINK/SILVER,SAEDA100ZPJ112558,/en/women/saeda-100/candy-pink-satin-pumps-with-crystals-SAEDA100ZPJ112558.html?cgid=women,None,"$2,050",None,women.html
women,Romy 85 BLACK,ROMY85KID010003,/en/women/romy-85/black-kid-leather-pointy-toe-pumps--ROMY85KID010003.html?cgid=women,None,$795,None,women.html
women,Romy 85 BLACK,ROMY85SUE010003,/en/women/romy-85/black-suede-pointed-pumps-ROMY85SUE010003.html?cgid=women,None,$795,None,women.html
women,Romy 85 NAVY,ROMY85SUE040014,/en/women/romy-85/navy-suede-pointy-toe-pumps--ROMY85SUE040014.html?cgid=women,None,$795,None,women.html
women,Romy 85 BALLET PINK,ROMY85KID110323,/en/women/romy-85/ballet-pink-kid-leather-pointed-pumps--ROMY85KID110323.html?cgid=women,None,$795,None,women.html
women,Romy 85 CARAMEL,ROMY85SUE020764,/en/women/romy-85/caramel-suede-pointed-toe-pumps-ROMY85SUE020764.html?cgid=women,None,$650,None,women.html
women,Romy 60 BLACK,ROMY60KID010003,/en/women/romy-60/black-kid-leather-pointed-toe-pumps--ROMY60KID010003.html?cgid=women,None,$795,None,women.html
women,Romy 100 BLACK,ROMY100KID010003,/en/women/romy-100/black-kid-leather-pointy-toe-pumps--ROMY100KID010003.html?cgid=women,None,$795,None,women.html
women,Love 85 IVORY/SILVER,LOVE85TFG0C3537,/en/women/love-85/metallic-silver-glitter-fabric-pumps-with-ivory-tulle-overlay-LOVE85TFG0C3537.html?cgid=women,None,$850,None,women.html
women,Love 85 TAUPE,LOVE85ZNU020035,/en/women/love-85/taupe-leather-pumps-with-jc-emblem-LOVE85ZNU020035.html?cgid=women,None,$795,None,women.html
women,Love 85 BALLET PINK,LOVE85BWJ110323,/en/women/love-85/ballet-pink-suede-pointed-pumps-with-jc-emblem-LOVE85BWJ110323.html?cgid=women,None,$795,None,women.html
women,Love 85 BLACK,LOVE85BWJ010003,/en/women/love-85/black-suede-pointed-pumps-with-jc-emblem-LOVE85BWJ010003.html?cgid=women,None,$795,None,women.html
women,Love 85 LILAC MIX,LOVE85HTQ050912,/en/women/love-85/lilac-d%C3%A9grad%C3%A9-coarse-glitter-fabric-pumps-LOVE85HTQ050912.html?cgid=women,None,$850,None,women.html
women,Love 85 LATTE,LOVE85PWJ080258,/en/women/love-85/latte-patent-leather-pumps-with-jc-emblem-LOVE85PWJ080258.html?cgid=women,None,$795,None,women.html
women,Love 85 BLACK,LOVE85PWJ010003,/en/women/love-85/black-patent-leather-pumps-with-jc-emblem--LOVE85PWJ010003.html?cgid=women,None,$795,None,women.html
women,Love 65 BALLET PINK,LOVE65BWJ110323,/en/women/love-65/ballet-pink-suede-pointed-pumps-with-jc-emblem-LOVE65BWJ110323.html?cgid=women,None,$795,None,women.html
women,Love 65 BLACK,LOVE65BWJ010003,/en/women/love-65/black-suede-pointed-pumps-with-jc-emblem-LOVE65BWJ010003.html?cgid=women,None,$795,None,women.html
women,Love 65 WHITE/CRYSTAL,LOVE65NYT009493,/en/women/love-65/white-mesh-pumps-with-d%C3%A9grad%C3%A9-crystals-LOVE65NYT009493.html?cgid=women,None,"$1,275",None,women.html
women,Love 65 LILAC MIX,LOVE65HTQ050912,/en/women/love-65/lilac-d%C3%A9grad%C3%A9-coarse-glitter-fabric-pumps-LOVE65HTQ050912.html?cgid=women,None,$850,None,women.html
women,Love 100 BALLET PINK,LOVE100PWJ110323,/en/women/love-100/ballet-pink-patent-leather-pointed-pumps-with-jc-emblem-LOVE100PWJ110323.html?cgid=women,None,$795,None,women.html
women,Love 100 BLACK,LOVE100BWJ010003,/en/women/love-100/black-suede-pointy-toe-pumps-with-jimmy-choo-button-LOVE100BWJ010003.html?cgid=women,None,$795,None,women.html
women,Love 100 BALLET PINK,LOVE100BWJ110323,/en/women/love-100/ballet-pink-suede-pointy-toe-pumps-with-jimmy-choo-button-LOVE100BWJ110323.html?cgid=women,None,$795,None,women.html
women,Ixia 95 BLACK,IXIA95VEL010003,/en/women/ixia-95/black-velvet-pumps-IXIA95VEL010003.html?cgid=women,None,$975,None,women.html
women,Ixia 95 BLACK,IXIA95PAT010003,/en/women/ixia-95/black-patent-leather-pumps-IXIA95PAT010003.html?cgid=women,None,$975,None,women.html
women,Ixia 95 BISCUIT,IXIA95PAT120263,/en/women/ixia-95/biscuit-patent-leather-pumps-IXIA95PAT120263.html?cgid=women,None,$975,None,women.html
women,Ixia 95 BLACK/METAL MIX,IXIA95BGU0C7631,/en/women/ixia-95/black-satin-pumps-with-flowers-IXIA95BGU0C7631.html?cgid=women,None,"$2,750",None,women.html
women,Elisa 45 BLACK/BLACK,ELISA45PTZ000074,/en/women/elisa-45/black-nappa-and-patent-leather-pumps-ELISA45PTZ000074.html?cgid=women,None,$875,None,women.html
women,Elisa 45 SILVER/LATTE,ELISA45PJE0C8412,/en/women/elisa-45/silver-latte-glitter-leather-pumps-ELISA45PJE0C8412.html?cgid=women,None,$875,None,women.html
women,Elisa 45 BLACK/BLACK,ELISA45TNX000074,/en/women/elisa-45/black-patent-and-mesh-pumps-ELISA45TNX000074.html?cgid=women,None,$875,None,women.html
women,Crystal Slipper 85 IRIDESCENT MIX,CRYSTALSLIPPER85CQH0C7457,/en/women/crystal-slipper-85/iridescent-crystal-pointed-toe-pumps-with-hearts-CRYSTALSLIPPER85CQH0C7457.html?cgid=women,None,"$5,300",None,women.html
women,Crystal Slipper 110 IRIDESCENT MIX,CRYSTALSLIPPER110CQH0C7457,/en/women/crystal-slipper-110/iridescent-crystal-pointed-toe-pumps-with-hearts-CRYSTALSLIPPER110CQH0C7457.html?cgid=women,None,"$5,300",None,women.html
women,Cass 95 ROCCIA/LATTE,CASS95PJU081382,/en/women/cass-95/roccia-latte-snake-print-pumps-CASS95PJU081382.html?cgid=women,None,$850,None,women.html
women,Bing Pump 65 LINEN,BINGPUMP65PAT080986,/en/women/bing-pump-65/linen-patent-leather-pumps-with-crystals-BINGPUMP65PAT080986.html?cgid=women,None,"$1,125",None,women.html
women,Bing Pump 65 BLACK,BINGPUMP65PAT010003,/en/women/bing-pump-65/black-patent-leather-pumps-with-crystals-BINGPUMP65PAT010003.html?cgid=women,None,"$1,125",None,women.html
women,Avril ROSE MIX,AVRILSXW111783,/en/women/avril/rose-mix-suede-and-crystal-covered-pointy-toe-pumps--AVRILSXW111783.html?cgid=women,None,"$4,900",None,women.html
women,Avril ROSE GOLD,AVRILXWC110883,/en/women/avril/rose-gold-crystal-covered-pointy-toe-pumps-AVRILXWC110883.html?cgid=women,None,"$4,900",None,women.html
women,Avril CRYSTAL,AVRILSXU001721,/en/women/avril/crystal-covered-pointy-toe-pumps--AVRILSXU001721.html?cgid=women,None,"$4,900",None,women.html
women,Aurelie 85 BALLET PINK/WHITE,AURELIE85XKM0C7122,/en/women/aurelie-85/ballet-pink-patent-leather-pointed-pumps-with-pearl-embellishment--AURELIE85XKM0C7122.html?cgid=women,None,$995,None,women.html
women,Aurelie 85 BLACK/WHITE,AURELIE85XKM000050,/en/women/aurelie-85/black-patent-leather-pointed-pumps-with-pearl-embellishment--AURELIE85XKM000050.html?cgid=women,None,$995,None,women.html
women,Aurelie 65 BALLET PINK/WHITE,AURELIE65XKM0C7122,/en/women/aurelie-65/ballet-pink-patent-leather-pointed-pumps-with-pearl-embellishment--AURELIE65XKM0C7122.html?cgid=women,None,$995,None,women.html
women,Aurelie 65 BLACK/WHITE,AURELIE65XKM000050,/en/women/aurelie-65/black-patent-leather-pointed-pumps-with-pearl-embellishment--AURELIE65XKM000050.html?cgid=women,None,$995,None,women.html
women,Ari ROSE GOLD,ARIXWC110883,/en/women/ari/rose-gold-crystal-covered-pointy-toe-pumps-ARIXWC110883.html?cgid=women,None,"$4,900",None,women.html
women,Ari CRYSTAL,ARISXU001721,/en/women/ari/crystal-covered-pointy-toe-pumps--ARISXU001721.html?cgid=women,None,"$4,900",None,women.html
women,Allure ROSE GOLD,ALLUREXWC110883,/en/women/allure/rose-gold-crystal-covered-pointy-toe-pumps-ALLUREXWC110883.html?cgid=women,None,"$4,900",None,women.html
women,Allure CRYSTAL,ALLURESXU001721,/en/women/allure/crystal-covered-pointy-toe-pumps--ALLURESXU001721.html?cgid=women,None,"$4,900",None,women.html
women,Alia ROSE GOLD,ALIAXWC110883,/en/women/alia/rose-gold-crystal-covered-pointy-toe-pumps-ALIAXWC110883.html?cgid=women,None,"$4,900",None,women.html
women,Alia ROSE MIX,ALIASXW111783,/en/women/alia/rose-mix-suede-and-crystal-covered-pointy-toe-pumps--ALIASXW111783.html?cgid=women,None,"$4,900",None,women.html
women,Alia CRYSTAL,ALIASXU001721,/en/women/alia/crystal-covered-pointy-toe-pumps--ALIASXU001721.html?cgid=women,None,"$4,900",None,women.html
women,Didi 45 MACARON,DIDI45PAT110007,/en/women/didi-45/macaron-patent-leather-pointed-pumps-DIDI45PAT110007.html?cgid=women,None,$975,None,women.html
women,Didi 45 BLACK,DIDI45PAT010003,/en/women/didi-45/black-patent-leather-pointed-pumps-DIDI45PAT010003.html?cgid=women,None,$975,None,women.html
women,Didi 45 SILVER,DIDI45QUIAA0009,/en/women/didi-45/silver-liquid-metal-leather-pointed-pumps-DIDI45QUIAA0009.html?cgid=women,None,$975,None,women.html
women,Diamond Tilda Sling Back 45 BLACK,DIAMONDTILDASB45SOP010003,/en/women/diamond-tilda-sling-back-45/black-soft-patent-leather-slingback-pumps-with-chain-embellishment-DIAMONDTILDASB45SOP010003.html?cgid=women,None,$950,None,women.html
women,Amita 45 BLACK/BLACK,AMITA45NHD000074,/en/women/amita-45/black-fishnet-mesh-and-nappa-slingback-pumps-AMITA45NHD000074.html?cgid=women,None,$875,None,women.html
women,Amel 50 BLACK,AMEL50NAP010003,/en/women/amel-50/black-nappa-leather-sling-back-pumps-AMEL50NAP010003.html?cgid=women,None,$975,None,women.html
women,Diamond Tilda 85 BLACK,DIAMONDTILDA85CLF010003,/en/women/diamond-tilda-85/black-leather-pumps-DIAMONDTILDA85CLF010003.html?cgid=women,None,$975,None,women.html
women,Diamond Tilda 85 LATTE,DIAMONDTILDA85CLF080258,/en/women/diamond-tilda-85/latte-leather-pumps-DIAMONDTILDA85CLF080258.html?cgid=women,None,$975,None,women.html
women,Rali 75 LATTE/NATURAL,RALI75NRI121606,/en/women/rali-75/natural-latte-nappa-leather-and-rafia-pumps-RALI75NRI121606.html?cgid=women,None,$775,None,women.html
women,Bing 65 BLACK,BING65PAT010003,/en/women/bing-65/black-patent-leather-mules-with-crystal-strap-BING65PAT010003.html?cgid=women,None,"$1,095",None,women.html
women,Bing 65 BALLET PINK,BING65PAT110323,/en/women/bing-65/ballet-pink-patent-leather-mules-with-crystal-strap-BING65PAT110323.html?cgid=women,None,"$1,095",None,women.html
women,Bing 100 BLACK,BING100PAT010003,/en/women/bing-100/black-patent-leather-mules-with-crystal-strap-BING100PAT010003.html?cgid=women,None,"$1,095",None,women.html
women,Nell Ankle Boot 85 BLACK,NELLAB85CLF010003,/en/women/nell-ankle-boot-85/black-calf-leather-ankle-boots-NELLAB85CLF010003.html?cgid=women,None,"$1,325",None,women.html
women,Myos 80 BLACK,MYOS80XXG010003,/en/women/myos-80/black-brushed-calf-leather-ankle-boots-MYOS80XXG010003.html?cgid=women,None,"$1,325",None,women.html
women,Diantha 45 BLACK/GOLD,DIANTHA45BDY000034,/en/women/diantha-45/black-calf-leather-ankle-boots-with-diamond-hardware-DIANTHA45BDY000034.html?cgid=women,None,"$1,325",None,women.html
women,Cycas Ankle Boot 50 BLACK,CYCASAB50NAP010003,/en/women/cycas-ankle-boot-50/black-nappa-leather-ankle-boots-CYCASAB50NAP010003.html?cgid=women,None,"$1,275",None,women.html
women,Agathe Ankle Boot 100 BLACK,AGATHEAB100LTC010003,/en/women/agathe-ankle-boot-100/black-calf-leather-ankle-boots-AGATHEAB100LTC010003.html?cgid=women,None,"$1,195",None,women.html
women,Nari Flat BLACK/ANTHRACITE,NARIFLATAUQ000163,/en/women/nari-flat/black-leather-boots-with-chain-NARIFLATAUQ000163.html?cgid=women,None,"$1,395",None,women.html
women,Cece 80 BLACK,CECE80SLQ010003,/en/women/cece-80/black-soft-calf-leather-boots-CECE80SLQ010003.html?cgid=women,None,"$1,595",None,women.html
women,Cece 80 BLACK/GOLD,CECE80AYH000034,/en/women/cece-80/black-soft-calf-leather-boots-with-studs-CECE80AYH000034.html?cgid=women,None,"$1,695",None,women.html
women,Cycas Knee Boot 95 BLACK,CYCASKB95NAP010003,/en/women/cycas-knee-boot-95/black-nappa-leather-knee-high-boots-CYCASKB95NAP010003.html?cgid=women,None,"$2,050",None,women.html
women,Cece Mid II 60 RATTAN MIX,CECEMIDII60CEW102142,/en/women/cece-mid-ii-60/rattan-suede-boots-CECEMIDII60CEW102142.html?cgid=women,None,"$2,050",None,women.html
women,Alizze Knee Boot 85 BLACK,ALIZZEKB85SQM010003,/en/women/alizze-knee-boot-85/black-smooth-leather-knee-high-boots-ALIZZEKB85SQM010003.html?cgid=women,None,"$1,695",None,women.html
women,Alizze Knee Boot 85 TAUPE,ALIZZEKB85SUE020035,/en/women/alizze-knee-boot-85/taupe-suede-knee-high-boots-ALIZZEKB85SUE020035.html?cgid=women,None,"$1,695",None,women.html
women,Agathe Knee Boot 85 BLACK,AGATHEKB85LTC010003,/en/women/agathe-knee-boot-85/black-calf-leather-knee-high-boots-AGATHEKB85LTC010003.html?cgid=women,None,"$1,595",None,women.html
women,Nell Knee Boot Flat BLACK,NELLKBFLATSVH010003,/en/women/nell-knee-boot-flat/black-soft-vachetta-knee-high-boots-with-chain-NELLKBFLATSVH010003.html?cgid=women,None,"$1,695",None,women.html
women,Dellena 100 BALLET PINK,DELLENA100NOE110323,/en/women/dellena-100/ballet-pink-nappa-leather-wedges-with-metallic-rope-trim-DELLENA100NOE110323.html?cgid=women,None,$750,None,women.html
women,Dellena 100 LATTE,DELLENA100NOE080258,/en/women/dellena-100/latte-nappa-leather-wedge-with-metallic-rope-trim-DELLENA100NOE080258.html?cgid=women,None,$750,None,women.html
women,Zea 95 BLACK/METAL MIX,ZEA95BGU0C7631,/en/women/zea-95/black-satin-sandals-with-metal-flowers-ZEA95BGU0C7631.html?cgid=women,None,"$3,000",None,women.html
women,Onyxia 70 ROCCIA/ANTIQUE SILVER,ONYXIA70CIY102145,/en/women/onyxia-70/roccia-snake-print-sandals-ONYXIA70CIY102145.html?cgid=women,None,$975,None,women.html
women,Lev 95 TANZANITE/ANTIQUE SILVER,LEV95CJA102144,/en/women/lev-95/tanzanite-nappa-leather-sandals-LEV95CJA102144.html?cgid=women,None,$895,None,women.html
women,Lev 95 BLACK/GOLD,LEV95CJA000034,/en/women/lev-95/black-nappa-leather-sandals-LEV95CJA000034.html?cgid=women,None,$895,None,women.html
women,Lev 35 BLACK/GOLD,LEV35CJA000034,/en/women/lev-35/black-nappa-leather-sandals-LEV35CJA000034.html?cgid=women,None,$895,None,women.html
women,Ixia Sandal 95 BISCUIT,IXIASANDAL95PAT120263,/en/women/ixia-sandal-95/biscuit-patent-leather-sandals-IXIASANDAL95PAT120263.html?cgid=women,None,$975,None,women.html
women,Ixia Sandal 95 LATTE,IXIASANDAL95PAT080258,/en/women/ixia-sandal-95/latte-patent-leather-sandals-IXIASANDAL95PAT080258.html?cgid=women,None,$975,None,women.html
women,Ixia Sandal 95 BLACK,IXIASANDAL95PAT010003,/en/women/ixia-sandal-95/black-patent-leather-sandals-IXIASANDAL95PAT010003.html?cgid=women,None,$975,None,women.html
women,Ixia Sandal 95 BLACK,IXIASANDAL95VEL010003,/en/women/ixia-sandal-95/black-velvet-sandals-IXIASANDAL95VEL010003.html?cgid=women,None,$975,None,women.html
women,Etana 80 MATCHA,ETANA80QUI035539,/en/women/etana-80/matcha-metallic-leather-sandals-ETANA80QUI035539.html?cgid=women,None,"$1,075",None,women.html
women,Azia 95 PLATINUM ICE,AZIA95DGZAA0582,/en/women/azia-95/platinum-ice-dusty-glitter-sandals-AZIA95DGZAA0582.html?cgid=women,None,$950,None,women.html
women,Azia 95 BALLET PINK,AZIA95PAT110323,/en/women/azia-95/ballet-pink-patent-leather-sandals-AZIA95PAT110323.html?cgid=women,None,$895,None,women.html
women,Azia 95 CHAMPAGNE,AZIA95GLE120011,/en/women/azia-95/champagne-glitter-leather-sandals--AZIA95GLE120011.html?cgid=women,None,$950,None,women.html
women,Azia 95 SILVER,AZIA95QUIAA0009,/en/women/azia-95/silver-liquid-metal-leather-sandals-AZIA95QUIAA0009.html?cgid=women,None,$950,None,women.html
women,Azia 75 CHAMPAGNE,AZIA75GLE120011,/en/women/azia-75/champagne-glitter-leather-sandals-AZIA75GLE120011.html?cgid=women,None,$950,None,women.html
women,Azia 110 BLACK,AZIA110PAT010003,/en/women/azia-110/black-patent-leather-sandals--AZIA110PAT010003.html?cgid=women,None,$895,None,women.html
women,Azia 110 GOLD,AZIA110QUIOO0022,/en/women/azia-110/gold-liquid-metal-leather-sandals-AZIA110QUIOO0022.html?cgid=women,None,$950,None,women.html
women,Saeda Sandal Block Heel 85 BLACK/CRYSTAL,SAEDASANDALBH85EWA000757,/en/women/saeda-sandal-block-heel-85/black-suede-sandals-with-crystal-chain-SAEDASANDALBH85EWA000757.html?cgid=women,None,"$1,125",None,women.html
women,Saeda Sandal 100 BLACK/CRYSTAL,SAEDASANDAL100EWA000757,/en/women/saeda-sandal-100/black-suede-sandals-with-crystal-embellishment-SAEDASANDAL100EWA000757.html?cgid=women,None,"$1,125",None,women.html
women,Saeda Sandal 100 PLATINUM ICE/CRYSTAL,SAEDASANDAL100GJV0C6137,/en/women/saeda-sandal-100/platinum-ice-dusty-glitter-sandals-with-crystal-embellishment-SAEDASANDAL100GJV0C6137.html?cgid=women,None,"$1,125",None,women.html
women,Sacora 85 IVORY/WHITE,SACORA85FXW000698,/en/women/sacora-85/ivory-floral-lace-sandals-with-pearl-detail-SACORA85FXW000698.html?cgid=women,None,$925,None,women.html
women,Sacora 85 IVORY/CRYSTAL,SACORA85WCZ000784,/en/women/sacora-85/ivory-satin-sandals-with-crystal-embellished-sphere-SACORA85WCZ000784.html?cgid=women,None,$995,None,women.html
women,Sacora 100 WHITE/WHITE,SACORA100WOZ080308,/en/women/sacora-100/white-satin-sandals-with-all-over-pearls-SACORA100WOZ080308.html?cgid=women,None,"$1,950",None,women.html
women,Heloise 120 Black,HELOISE120VEL010003,/en/women/heloise-120/black-velvet-platform-sandals-HELOISE120VEL010003.html?cgid=women,None,$995,None,women.html
women,Heloise 120 BLACK,HELOISE120NAP010003,/en/women/heloise-120/black-nappa-leather-platform-sandals-HELOISE120NAP010003.html?cgid=women,None,$995,None,women.html
women,Heloise 120 SILVER,HELOISE120MNAAA0009,/en/women/heloise-120/silver-metallic-nappa-leather-platform-sandals-HELOISE120MNAAA0009.html?cgid=women,None,"$1,025",None,women.html
women,Heloise 120 GOLD,HELOISE120MNAOO0022,/en/women/heloise-120/gold-metallic-nappa-leather-platform-sandals-HELOISE120MNAOO0022.html?cgid=women,None,"$1,025",None,women.html
women,Ottilia 90 LATTE,OTTILIA90NAP080258,/en/women/ottilia-90/latte-nappa-leather-sandals-with-crystal-and-pearl-strap-OTTILIA90NAP080258.html?cgid=women,None,"$2,050",None,women.html
women,Sacoria 85 WHITE/WHITE,SACORIA85WOZ080308,/en/women/sacoria-85/white-satin-wedge-sandals-with-all-over-pearls-SACORIA85WOZ080308.html?cgid=women,None,"$1,950",None,women.html
women,Ricia 95 CANDY PINK/NATURAL,RICIA95CJD0C9966,/en/women/ricia-95/candy-pink-natural-leather-and-raffia-platform-sandals-RICIA95CJD0C9966.html?cgid=women,None,$850,None,women.html
